NUMERO_PROCESSO	DATA_SOLICITACAO	LAT	LONG	VITIMA	VITIMA_FATAL	DATA_CONCLUSAO
8081368118	2018-06-26			Não	Não	2018-06-27T10:16:51
8079182118	2018-06-19			Não	Não	2018-06-27T10:28:20
8076297218	2018-06-13			Não	Não	2018-06-13T14:20:28
8072152018	2018-06-06			Não	Não	2018-06-07T16:07:45
8071440118	2018-06-05			Não	Não	2018-06-11T09:24:25
8066631718	2018-05-23			Não	Não	2018-05-23T16:14:04
8059953218	2018-05-08			Não	Não	2018-05-14T13:37:45
8058623918	2018-05-04			Não	Não	2018-05-14T11:48:41
8059952618	2018-05-08			Não	Não	2018-05-08T11:35:01
8049268518	2018-04-17			Não	Não	2018-04-24T14:27:35
8048329018	2018-04-16			Não	Não	2018-04-16T16:26:41
8044792818	2018-04-09			Não	Não	2018-04-12T16:03:07
8044794018	2018-04-09			Não	Não	2018-04-10T15:47:35
8043399018	2018-04-06			Não	Não	2018-04-10T14:11:16
8042051018	2018-04-04			Não	Não	2018-04-04T12:40:20
8027512018	2018-03-02	-8.083724499999999	-34.91249670000002	Não	Não	2018-03-13T15:49:56
8020112718	2018-02-15	-8.079303	-34.91751900000003	Não	Não	2018-02-20T10:56:06
8020285918	2018-02-15	-8.0845042	-34.91321260000001	Não	Não	2018-02-19T11:15:20
8018153118	2018-02-07	-8.082568199999999	-34.91496410000002	Não	Não	2018-03-14T16:31:01
8009326418	2018-01-22	-8.0747795	-34.908479899999975	Não	Não	2018-02-01T14:15:29
8010865218	2018-01-24	-8.002924499999999	-34.87260170000002	Não	Não	2018-01-25T15:43:28
8011039918	2018-01-24	-8.0840309	-34.91400699999997	Não	Não	2018-01-25T15:41:21
8011959018	2018-01-26	-8.078465999999999	-34.91033700000003	Não	Não	2018-02-01T14:06:37
8012042318	2018-01-26			Não	Não	2018-01-26T15:24:00
8116730517	2017-12-19	-8.0753495	-34.907899499999985	Não	Não	2018-02-05T16:05:40
8113128217	2017-12-07	-8.1776056	-34.92024090000001	Não	Não	2017-12-07T16:01:18
8107931117	2017-11-23	-8.0814395	-34.916889800000035	Não	Não	2017-11-23T10:46:28
8108532317	2017-11-23	-8.0829535	-34.91720810000004	Não	Não	2017-11-24T13:50:49
8105207417	2017-11-15	-8.0712022	-34.911357899999985	Não	Não	2017-11-16T15:23:18
8090975617	2017-10-02	-8.054906899999999	-34.89547640000001	Não	Não	2017-10-03T15:59:03
8099083017	2017-10-27	-8.0728255	-34.91154080000001	Não	Não	2017-11-23T15:42:45
8099085317	2017-10-27	-8.0728255	-34.91154080000001	Não	Não	2017-10-27T11:03:40
8097470717	2017-10-23			Não	Não	2017-10-25T10:11:20
8081644017	2017-09-06	-8.0668717	-34.909038899999985	Não	Não	2017-09-19T10:35:56
8080489117	2017-09-04	-8.075841	-34.90613450000001	Não	Não	2017-09-05T16:04:35
8074060717	2017-08-15	-8.0688024	-34.91297739999999	Não	Não	2017-08-22T15:23:33
8072405717	2017-08-09	-8.0756873	-34.91435039999999	Não	Não	2017-08-11T10:47:10
8071251617	2017-08-07	-8.0814598	-34.9185215	Não	Não	2017-08-14T14:12:01
8066471117	2017-07-21	-8.074138999999999	-34.91727850000001	Não	Não	2017-07-25T14:42:03
8065558617	2017-07-19	-8.0704069	-34.912431500000025	Não	Não	2017-08-01T10:03:05
8064521117	2017-07-17	-8.0696889	-34.90834799999999	Não	Não	2017-07-27T16:11:13
8063162817	2017-07-12	-8.0825406	-34.91216099999997	Não	Não	2017-07-21T11:15:44
8068738517	2017-07-28	-8.0691554	-34.9125085	Não	Não	2017-07-31T15:51:18
8068820317	2017-07-30	-8.0845065	-34.91285089999997	Não	Não	2017-08-02T16:40:57
8060142617	2017-07-05	-8.0691662	-34.909557500000005	Não	Não	2017-07-05T16:09:54
8068576517	2017-07-28	-8.079552099999999	-34.904347099999995	Não	Não	2017-08-01T11:25:25
8067647617	2017-07-26	-8.070585399999999	-34.91106990000003	Não	Não	2017-08-15T10:48:10
8067114817	2017-07-25	-8.0704769	-34.91130939999999	Não	Não	2017-08-07T15:47:57
8066791617	2017-07-24	-8.0642624	-34.9110374	Não	Não	2017-08-04T16:30:13
8050217317	2017-06-06	-8.0196509	-34.91680759999997	Não	Não	2017-06-20T11:06:21
8043095317	2017-05-20	-8.0665171	-34.908183699999995	Não	Não	2017-06-02T13:34:53
8027347117	2017-04-03	-8.0812686	-34.914597000000015	Não	Não	2017-04-04T16:29:05
8028098517	2017-04-04	-8.0825585	-34.91964919999998	Não	Não	2017-04-10T13:50:00
8030950717	2017-04-12	-8.019934899999999	-34.98294599999997	Não	Não	2017-04-13T11:14:44
8016627817	2017-03-02	-8.0802835	-34.91079460000003	Não	Não	2017-03-03T10:58:19
8005729917	2017-01-23	-8.0685402	-34.9122964	Não	Não	2017-02-09T10:55:56
8064148016	2016-10-14	-8.071735499999999	-34.90803059999996	Não	Não	2016-10-19T15:42:20
8057993016	2016-09-16	-8.0578381	-34.88289689999999	Não	Não	2016-09-22T15:46:55
8055721316	2016-09-06	-8.0803586	-34.906836	Não	Não	2016-10-04T15:57:45
8044682116	2016-07-20	-8.0748195	-34.92025860000001	Não	Não	2016-07-22T14:29:49
8044541916	2016-07-19	-8.0749075	-34.90621390000001	Não	Não	2016-07-20T16:07:43
8042448116	2016-07-12	-8.0684757	-34.9078447	Não	Não	2016-08-08T11:53:10
8042142016	2016-07-11	-8.0816129	-34.9113428	Não	Não	2016-08-08T11:55:42
8021637016	2016-05-03	-8.0281304	-34.93792350000001	Não	Não	2016-06-03T08:40:30
8028121916	2016-05-21	-8.0816129	-34.9113428	Não	Não	2016-05-23T13:04:17
8024969316	2016-05-12	-8.071087799999999	-34.9085546	Não	Não	2016-05-18T14:43:58
8016758716	2016-04-14	-8.0799377	-34.9066684	Não	Não	2016-04-14T13:04:31
8003856516	2016-01-30	-8.0785508	-34.910395600000015	Não	Não	2016-02-04T16:36:10
8001062116	2016-01-12	-8.0714708	-34.913193500000034	Não	Não	2016-10-13T16:37:51
8003606916	2016-01-29	-8.0770584	-34.913156500000014	Não	Não	2016-02-15T15:48:46
8034920915	2015-11-13	-8.0665143	-34.90820229999997	Não	Não	2015-11-13T15:34:03
8025351515	2015-08-12	-8.082621699999999	-34.91449399999999	Não	Não	2015-08-12T15:34:37
8025349015	2015-08-12	-8.082621699999999	-34.91449399999999	Não	Não	2015-08-12T15:28:42
8022875315	2015-07-24	-8.082621699999999	-34.91449399999999	Não	Não	2015-08-11T13:31:19
8023308515	2015-07-28	-8.0825432	-34.912757899999974	Não	Não	2015-07-29T13:54:38
8022873015	2015-07-24	-8.082621699999999	-34.91449399999999	Não	Não	2015-07-27T08:42:16
8015934815	2015-06-02	-8.08195386807267	-34.9127361000248	Não	Não	2015-06-04T08:27:46
8014138315	2015-05-16	-8.07915298338635	-34.9111206000246	Não	Não	2015-05-19T10:45:10
8014193415	2015-05-18	-8.07915298338635	-34.9111206000246	Não	Não	2015-05-19T10:42:51
8010494015	2015-04-08	-8.0578342311321	-34.8828969000217	Não	Não	2015-04-17T14:40:29
8008924015	2015-03-23	-8.0578342311321	-34.8828969000217	Não	Não	2015-03-24T13:44:06
8008951815	2015-03-23	-8.0578342311321	-34.8828969000217	Não	Não	2015-03-24T13:43:37
8009029515	2015-03-24	-8.07794896874905	-34.9128845000248	Não	Não	2015-04-28T11:21:30
8006949615	2015-03-09	-8.0578342311321	-34.8828969000217	Não	Não	2015-03-09T13:15:22
8009016015	2015-03-24			Não	Não	2015-06-18T14:50:21
8003594215	2015-02-10	-8.078565299	-34.9	Não	Não	2015-02-11T08:56:17
8000973215	2015-01-11	-8.077032599	-34.9	Não	Não	2015-06-18T15:45:53
8000004015	2015-01-01	-8.077032599	-34.9	Não	Não	2015-01-05T09:38:37
8018773714	2014-10-25	-8.077032599	-34.9	Não	Não	2014-10-29T14:17:18
8019146614	2014-10-30	-8.06944	-34.9083752	Não	Não	2014-11-04T15:32:41
8015034914	2014-09-08	-8.068406099	-34.9	Não	Não	2014-09-15T15:47:21
8014918014	2014-09-08	-8.064201299	-34.9	Não	Não	2014-09-15T15:37:35
8015765314	2014-09-12	-8.077032599	-34.9	Não	Não	2014-09-12T18:33:36
8015187014	2014-09-08	-8.0773957	-34.9127292	Não	Não	2014-09-11T13:56:28
8015189214	2014-09-08	-8.0773957	-34.9127292	Não	Não	2014-09-11T13:55:25
8014505814	2014-09-02	-8.077032599	-34.9	Não	Não	2014-09-05T09:44:49
8014288714	2014-08-30	-8.0804697	-34.9128216	Não	Não	2014-09-01T11:30:56
8013516614	2014-08-19	-8.077032599	-34.9	Não	Não	2014-10-08T15:24:22
8013412614	2014-08-17	-8.0841279	-34.9127507	Não	Não	2014-08-25T14:34:38
8014034514	2014-08-27	-8.077032599	-34.9	Não	Não	2014-09-03T11:32:19
8009050614	2014-06-16	-8.077032599	-34.9			2014-06-18T10:43:56
8009042314	2014-06-14	-8.0782267	-34.9149659			2014-06-16T16:02:17
8003059114	2014-03-04	-8.077032599	-34.9			2014-03-24T14:59:54
8003670214	2014-03-13	-8.077032599	-34.9			2015-06-22T15:52:54
8003058514	2014-03-02	-8.079741	-34.9073219			2015-06-22T15:46:40
8004530014	2014-03-25	-8.083504699	-34.9			2014-04-09T15:28:37
8001381314	2014-02-04	-8.0738691	-34.9132072			2014-04-28T14:39:08
8000193914	2014-01-08	-8.083376299	-34.9			2014-02-06T14:55:10
8000020714	2014-01-03	-8.0827776	-34.9114712			2015-10-22T13:05:35
8018470613	2013-12-14	-8.0626201	-34.9077159			2015-06-29T11:55:34
8018564013	2013-12-18	-8.077032599	-34.9			2014-01-03T16:11:10
8018314413	2013-12-09	-8.083825899	-34.9			2014-05-13T11:27:37
8017836713	2013-11-25	-8.081291799	-34.9			2014-01-03T16:08:23
8017794213	2013-11-22	-8.077032599	-34.9			2014-01-09T15:31:36
8017426313	2013-11-08	-8.077032599	-34.9			2014-01-09T15:35:00
8017831513	2013-11-25	-8.0811879	-34.911632			2014-04-03T11:31:05
8017880613	2013-11-27	-8.077032599	-34.9			2013-12-02T15:40:18
8016575513	2013-10-08	-8.077032599	-34.9			2014-04-03T11:49:13
8017136513	2013-10-29	-8.082224099	-34.9			2014-04-03T11:52:22
8014657413	2013-09-02	-8.077032599	-34.9			2014-01-29T11:23:59
8011129713	2013-08-03	-8.0761769	-34.9137628			2013-09-23T10:16:24
8012986013	2013-08-16	-8.0713995	-34.9083931			2014-05-09T10:35:18
8009649713	2013-07-18	-8.082224099	-34.9			2013-07-18T14:28:17
8009797613	2013-07-19	-8.077032599	-34.9			
8009147113	2013-07-09	-8.070392099	-34.9			2013-09-04T14:43:31
8003571812	2012-06-14	-8.076459999	-34.9			2012-07-06T11:42:58
8006918713	2013-06-01	-8.0698963	-34.9128945			2013-06-07T09:02:42
8006916413	2013-06-01	-8.0698963	-34.9128945			2013-06-07T09:17:21
8008106013	2013-06-20	-8.077032599	-34.9			
8006991613	2013-06-03	-8.0772011	-34.895483			2014-05-19T15:31:43
8008041712	2012-04-25	-8.079165999	-34.9			2012-07-03T09:47:07
8005579413	2013-05-13	-8.0849993	-34.9117284			
8003688013	2013-04-04	-8.0802111	-34.9107973			2014-05-12T12:01:16
8002469313	2013-03-06	-8.077032599	-34.9			2014-06-11T15:40:03
8001795413	2013-02-21	-8.0703528	-34.9130925			2013-03-07T12:29:40
8001104113	2013-02-04	-8.077032599	-34.9			2013-02-14T16:06:38
8000422013	2013-01-11	-8.070084899	-34.9			2013-02-05T09:18:37
8006959712	2012-11-22	-8.081724599	-34.9			2013-01-04T15:37:36
8006948512	2012-09-20	-8.071979899	-34.9			2012-12-10T10:23:38
8006002412	2012-08-15	-8.0811879	-34.911632			2012-12-04T16:52:17
8005819712	2012-08-14	-8.0814571	-34.911616			2012-12-04T16:51:59
8006103512	2012-08-16	-8.0849993	-34.9117284			2012-08-28T12:13:37
8006051512	2012-08-15	-8.081359599	-34.9			2012-12-04T17:05:53
8005410112	2012-07-20	-8.077032599	-34.9			2012-07-24T09:09:37
8005703912	2012-07-31	-8.0811879	-34.911632			2013-01-08T12:08:55
8005260012	2012-07-13	-8.0709047	-34.9095264			2012-07-20T11:57:35
8005371612	2012-07-19	-8.077190099	-34.9			2012-07-25T16:36:06
8080248221	2021-09-08			Não	Não	
8080121221	2021-09-06			Não	Não	
8081122221	2021-09-09			Não	Não	
8081513121	2021-09-10			Não	Não	
8078809021	2021-09-01			Não	Não	
8082518721	2021-09-14			Não	Não	
8070903821	2021-08-11			Não	Não	
8069446621	2021-08-06			Não	Não	
8069793821	2021-08-09			Não	Não	
8074240321	2021-08-19			Não	Não	
8067486021	2021-08-02			Não	Não	
8071403921	2021-08-11			Não	Não	
8067497221	2021-08-02			Não	Não	
8073025121	2021-08-16			Não	Não	
8073885021	2021-08-18			Não	Não	
8076019221	2021-08-25			Não	Não	
8077111021	2021-08-27			Não	Não	
8077378621	2021-08-28			Não	Não	
8076109121	2021-08-25			Não	Não	
8076133021	2021-08-25			Não	Não	
8067968521	2021-08-03			Não	Não	
8071339921	2021-08-11			Não	Não	
8068450021	2021-08-04			Não	Não	
8071896521	2021-08-12			Não	Não	
8070085321	2021-08-09			Não	Não	
8070712821	2021-08-10			Não	Não	
8072422721	2021-08-13			Não	Não	
8071810321	2021-08-12			Não	Não	
8071818421	2021-08-12			Não	Não	
8071460221	2021-08-11			Não	Não	
8069935721	2021-08-09			Não	Não	
8070457821	2021-08-10			Não	Não	
8069494021	2021-08-06			Não	Não	
8069480021	2021-08-06			Não	Não	
8069450321	2021-08-06			Não	Não	
8072349821	2021-08-13			Não	Não	
8072057721	2021-08-12			Não	Não	
8069497021	2021-08-06			Não	Não	2021-08-06T13:54:26
8068881021	2021-08-05			Não	Não	
8068914621	2021-08-05			Não	Não	
8069759421	2021-08-09			Não	Não	
8062902621	2021-07-19			Não	Não	
8061731321	2021-07-14			Não	Não	
8061428921	2021-07-13			Não	Não	
8061543221	2021-07-13			Não	Não	
8060153621	2021-07-08			Não	Não	
8061013321	2021-07-12			Não	Não	
8059383121	2021-07-06			Não	Não	
8059128121	2021-07-06			Não	Não	
8059596521	2021-07-07			Não	Não	
8059096221	2021-07-06			Não	Não	
8065575621	2021-07-27			Não	Não	
8065159221	2021-07-26			Não	Não	
8065934621	2021-07-28			Não	Não	
8065453821	2021-07-27			Não	Não	
8067343521	2021-07-31			Não	Não	
8067345821	2021-07-31			Não	Não	
8064087821	2021-07-22			Não	Não	
8064499421	2021-07-23			Não	Não	
8063660621	2021-07-21			Não	Não	
8063509621	2021-07-21			Não	Não	
8063532821	2021-07-21			Não	Não	
8058559921	2021-07-03			Não	Não	
8054170021	2021-06-17			Não	Não	
8056824721	2021-06-29			Não	Não	
8052923021	2021-06-14			Não	Não	
8056078321	2021-06-25			Não	Não	
8052925321	2021-06-14			Não	Não	
8049603921	2021-06-01			Não	Não	
8049416421	2021-06-01			Não	Não	
8056408321	2021-06-28			Não	Não	
8050004821	2021-06-02			Não	Não	
8052834821	2021-06-12			Não	Não	
8056516021	2021-06-28			Não	Não	
8055558121	2021-06-22			Não	Não	
8054035521	2021-06-16			Não	Não	
8053419421	2021-06-15			Não	Não	
8052213321	2021-06-10			Não	Não	
8054973521	2021-06-21			Não	Não	
8052191021	2021-06-10			Não	Não	
8052776821	2021-06-11			Não	Não	
8054665921	2021-06-18			Não	Não	
8052875621	2021-06-14			Não	Não	
8054866421	2021-06-19			Não	Não	
8052222221	2021-06-10			Não	Não	
8051503821	2021-06-08			Não	Não	
8039717121	2021-05-05			Não	Não	
8040908121	2021-05-07			Não	Não	
8042186321	2021-05-12			Não	Não	
8041528821	2021-05-11			Não	Não	
8039711321	2021-05-05			Não	Não	
8044513121	2021-05-16			Não	Não	
8041725821	2021-05-11			Não	Não	
8044515421	2021-05-16			Não	Não	
8042338821	2021-05-13			Não	Não	
8039699321	2021-05-05			Não	Não	
8048165821	2021-05-27			Não	Não	
8042167921	2021-05-12			Não	Não	
8048977221	2021-05-31			Não	Não	
8049131021	2021-05-31			Não	Não	
8042615121	2021-05-13			Não	Não	
8048910521	2021-05-31			Não	Não	
8042251021	2021-05-12			Não	Não	
8038980021	2021-05-03			Não	Não	
8038848521	2021-05-03			Não	Não	
8047881121	2021-05-26			Não	Não	
8039931321	2021-05-05			Não	Não	
8039905221	2021-05-05			Não	Não	
8048177621	2021-05-27			Não	Não	
8040286021	2021-05-06			Não	Não	
8040666821	2021-05-07			Não	Não	
8040270721	2021-05-06			Não	Não	
8039507721	2021-05-04			Não	Não	
8044450021	2021-05-15			Não	Não	
8047502021	2021-05-25			Não	Não	
8047306721	2021-05-25			Não	Não	
8039782821	2021-05-05			Não	Não	
8043342921	2021-05-13			Não	Não	
8042391621	2021-05-13			Não	Não	
8046968621	2021-05-24			Não	Não	
8045978821	2021-05-20			Não	Não	
8044060721	2021-05-14			Não	Não	
8044466321	2021-05-15			Não	Não	
8044027021	2021-05-14			Não	Não	
8039766221	2021-05-05			Não	Não	
8044914621	2021-05-17			Não	Não	
8046157821	2021-05-20			Não	Não	
8045264521	2021-05-18			Não	Não	
8045253321	2021-05-18			Não	Não	
8045235521	2021-05-18			Não	Não	
8043922521	2021-05-14			Não	Não	
8043914221	2021-05-14			Não	Não	
8043825021	2021-05-14			Não	Não	
8042979321	2021-05-13			Não	Não	
8042967521	2021-05-13			Não	Não	
8045622921	2021-05-19			Não	Não	
8042856921	2021-05-13			Não	Não	
8044316121	2021-05-14			Não	Não	
8043759721	2021-05-14			Não	Não	
8040216221	2021-05-06			Não	Não	
8045593921	2021-05-19			Não	Não	
8045079321	2021-05-18			Não	Não	
8045077021	2021-05-18			Não	Não	
8043679321	2021-05-14			Não	Não	
8043449821	2021-05-14			Não	Não	
8044649021	2021-05-17			Não	Não	
8043592521	2021-05-14			Não	Não	
8042132021	2021-05-12			Não	Não	
8038708921	2021-05-02			Não	Não	
8038673021	2021-05-01			Não	Não	
8045935721	2021-05-20			Não	Não	
8038281521	2021-04-30			Não	Não	
8038583121	2021-04-30			Não	Não	
8037981321	2021-04-29			Não	Não	
8037944021	2021-04-29			Não	Não	
8037882521	2021-04-29			Não	Não	
8037290021	2021-04-27			Não	Não	
8037162221	2021-04-27			Não	Não	
8036577421	2021-04-26			Não	Não	
8036570021	2021-04-26			Não	Não	
8035406121	2021-04-20			Não	Não	
8032084321	2021-04-12			Não	Não	
8035263621	2021-04-20			Não	Não	
8034886021	2021-04-19			Não	Não	
8035344621	2021-04-20			Não	Não	
8035646221	2021-04-22			Não	Não	
8030959221	2021-04-11			Não	Não	
8030957021	2021-04-11			Não	Não	
8035012321	2021-04-19			Não	Não	
8033153921	2021-04-14			Não	Não	
8033138021	2021-04-14			Não	Não	
8033759421	2021-04-15			Não	Não	
8031926021	2021-04-12			Não	Não	
8033965321	2021-04-16			Não	Não	
8033077021	2021-04-14			Não	Não	
8032412021	2021-04-13			Não	Não	
8031763421	2021-04-12			Não	Não	
8035141821	2021-04-20			Não	Não	
8033003721	2021-04-14			Não	Não	
8033001421	2021-04-14			Não	Não	
8034125921	2021-04-16			Não	Não	
8031642221	2021-04-12			Não	Não	
8034649821	2021-04-19			Não	Não	
8033568421	2021-04-15			Não	Não	
8034630521	2021-04-19			Não	Não	
8032851421	2021-04-14			Não	Não	
8032846021	2021-04-14			Não	Não	
8032274721	2021-04-13			Não	Não	
8030203521	2021-04-09			Não	Não	
8032795721	2021-04-14			Não	Não	
8033490521	2021-04-15			Não	Não	
8030828521	2021-04-11			Não	Não	
8030981821	2021-04-11			Não	Não	
8030979321	2021-04-11			Não	Não	
8030822721	2021-04-11			Não	Não	
8030253221	2021-04-09			Não	Não	
8030557121	2021-04-10			Não	Não	
8030395121	2021-04-09			Não	Não	
8031009821	2021-04-11			Não	Não	
8030603321	2021-04-10			Não	Não	
8030659921	2021-04-11			Não	Não	
8029032621	2021-04-06			Não	Não	
8033466721	2021-04-15			Não	Não	
8034509121	2021-04-18			Não	Não	
8028707021	2021-04-05			Não	Não	
8028728721	2021-04-05			Não	Não	
8032687021	2021-04-14			Não	Não	
8030481521	2021-04-10			Não	Não	
8029784821	2021-04-08			Não	Não	
8018139921	2021-03-01			Não	Não	
8019548021	2021-03-03			Não	Não	
8018026021	2021-03-01			Não	Não	
8018885221	2021-03-02			Não	Não	
8018701921	2021-03-02			Não	Não	
8020746621	2021-03-05			Não	Não	
8018524021	2021-03-01			Não	Não	
8018827221	2021-03-02			Não	Não	
